year,pmdi,pmdi_center
1364,-1.6069745743448607,-1.62
1365,-0.35614886480701335,-0.37
1366,1.0145944883450062,1.05
1367,-0.09218438164973981,-0.1
1368,2.2773877574678223,2.27
1369,-1.0027391986054508,-1.02
1370,2.718704374316931,2.7
1371,0.7669508308064577,0.75
1372,1.2083835033469632,1.2
1373,1.2240478824209782,1.23
1374,2.330208754014191,2.36
1375,-1.6646299870125283,-1.72
1376,-2.982127999052004,-3.0
1377,-0.3515187070322118,-0.38
1378,1.2024276629441268,1.22
1379,-0.38444491301029254,-0.42
1380,3.5858973988219636,3.54
1381,1.3233459630646633,1.39
1382,0.339648873541621,0.39
1383,2.9947114886511135,2.93
1384,0.909271530610729,0.96
1385,1.0491594504087838,1.0
1386,1.8578301521927612,1.84
1387,0.9629136953734415,1.0
1388,0.7838005179697172,0.77
1389,-1.3400817621956431,-1.42
1390,-2.843277484821818,-2.88
1391,-1.0825065471546649,-1.16
1392,0.8460752778977773,0.82
1393,-0.011061346641160312,-0.03
1394,1.8043410075904762,1.79
1395,1.1668404590904422,1.17
1396,0.040738127845546604,0.0
1397,-1.650756016646295,-1.69
1398,-1.076911132269298,-1.19
1399,-3.619756808068802,-3.67
1400,-1.3036056857352054,-1.36
1401,-0.4019204859548575,-0.44
1402,-1.1485827964397677,-1.22
1403,-1.4501961540463628,-1.51
1404,1.9360372700465922,1.94
1405,-0.04002958090769793,-0.02
1406,1.8592467620670878,1.86
1407,-1.09041097971857,-1.08
1408,-0.17469666690197683,-0.19
1409,2.8124962762039707,2.82
1410,0.2687641923361242,0.24
1411,-1.2437419234992084,-1.27
1412,1.768323865998578,1.8
1413,-2.1789449577927424,-2.23
1414,2.9586410404857517,2.91
1415,-1.0343166351251696,-1.02
1416,-1.2150043889361457,-1.24
1417,1.1466282240009842,1.18
1418,0.14430683123908328,0.16
1419,-1.0163431217325347,-1.01
1420,0.881971192541316,0.93
1421,-1.7097371476872727,-1.75
1422,-0.6552401159069259,-0.65
1423,-2.101724673433043,-2.08
1424,-0.5168973812518928,-0.51
1425,-0.19325001795532282,-0.23
1426,2.2610540077977626,2.18
1427,2.7554096032802495,2.73
1428,3.8018814893479873,3.72
1429,0.4517079535545092,0.49
1430,1.0112644886747995,0.99
1431,1.4228671975565992,1.44
1432,0.39686949993014686,0.42
1433,1.6622116504770672,1.62
1434,1.4841487029165439,1.46
1435,-0.46508159143336925,-0.55
1436,-0.2815432601683262,-0.3
1437,-1.446452953380557,-1.49
1438,-2.4949576568305822,-2.53
1439,-1.242251987272705,-1.3
1440,1.138123574168872,1.17
1441,2.749764830465572,2.75
1442,-1.4237678704420031,-1.49
1443,-0.6406298339211806,-0.7
1444,-0.7689437257756766,-0.84
1445,-2.4152033400728063,-2.42
1446,-1.2454081012291869,-1.3
1447,0.6433402974661986,0.65
1448,-1.2026656920867433,-1.22
1449,-2.4271012246388604,-2.46
1450,-2.2655354261039,-2.32
1451,1.43817774395796,1.44
1452,0.5773029281478839,0.61
1453,0.9777384426256522,1.03
1454,-0.4896432709653252,-0.53
1455,-3.879389385159801,-3.95
1456,-1.5920805208751765,-1.64
1457,-1.8451460406415328,-1.89
1458,1.6002250152238158,1.63
1459,-0.5259738820932206,-0.54
1460,-1.6580274756656173,-1.76
1461,-1.5469524047796679,-1.62
1462,1.7970644939542726,1.86
1463,0.1532162188737531,0.19
1464,-3.018454284265923,-3.06
1465,-1.6767061189515589,-1.74
1466,2.3267850126390353,2.32
1467,3.5697893294794962,3.56
1468,1.1405753673254806,1.19
1469,0.42889612155451023,0.45
1470,-0.1093538333786434,-0.09
1471,-3.821332445730846,-3.83
1472,-1.7466595848851627,-1.84
1473,-1.24635731354621,-1.29
1474,-0.8765282945022146,-0.89
1475,-2.4453576552724696,-2.44
1476,0.3040188688581667,0.33
1477,1.5666939771483608,1.65
1478,1.5330168537861195,1.56
1479,-0.8674518924283315,-0.9
1480,-2.8083798698863376,-2.82
1481,-0.5448592204102155,-0.59
1482,1.1075381691728625,1.13
1483,-0.31411346581463695,-0.29
1484,5.524394062938455,5.65
1485,3.581246321371673,3.54
1486,3.0693479508598167,3.03
1487,-1.0413502357641493,-1.03
1488,-0.20130111161928257,-0.19
1489,1.165326204016545,1.2
1490,1.6969928225427942,1.71
1491,4.536750728547538,4.53
1492,1.5732200052240146,1.6
1493,-0.16637734323345887,-0.15
1494,0.9734227342425549,1.01
1495,-4.314192304875643,-4.36
1496,-2.4958381024938476,-2.55
1497,-0.6065103337066373,-0.62
1498,3.5029606344908326,3.39
1499,0.7091260836551028,0.67
1500,-3.996074584940148,-4.06
