year,pop_mean,pop_std,mon_mean,mon_std,sigma_mean,lambda_mean
1121,615.05,38.81735233249769,2532.837434891337,9.551969000266958,1.797366431305307,1.1986832156526535
1122,617.55,39.2769853597163,2513.9750150050413,9.442586327623294,1.8159227812728642,1.2079613906364322
1123,619.2,39.075635160005966,2495.3609600292734,9.337030125164636,1.7927610223240744,1.1963805111620371
1124,619.65,39.3008303113038,2477.074353903329,9.232795308082647,1.7857049492583212,1.1928524746291604
1125,815.65,41.54423767757118,2951.2670824044562,9.153676520740584,1.7858171169735328,1.1929085584867665
1126,778.05,37.0028092816862,2926.1461537383298,9.024286119845923,1.8426929663878884,1.2213464831939442
1127,774.0,42.56017411915313,2901.205697650995,8.899274779064653,1.7924993002997556,1.1962496501498778
1128,761.85,51.95876401430983,2876.5311120985093,8.783356457003759,1.7647239172292337,1.1823619586146168
1129,759.55,47.168761964494664,2852.132414578201,8.670065632048743,1.7321780569012255,1.1660890284506127
1130,749.15,47.06241656174892,2828.160299936103,8.615534402819748,1.7294479431260856,1.1647239715630429
1131,728.6,49.67621478926784,2805.376668717414,8.57537533369849,1.8597691873119708,1.2298845936559852
1132,711.8,47.94470499275288,2783.1039541090995,8.53906070678021,1.883889504741894,1.241944752370947
1133,702.6,50.154917899181974,2761.403414528065,8.52147406172606,1.9098027970603417,1.254901398530171
1134,684.4,49.86866962859864,2740.4870624349073,8.484811036573852,1.9841773027845346,1.2920886513922671
1135,666.9,45.02852896833998,2720.0929880543645,8.420783720417331,2.01499205967103,1.307496029835515
1136,668.9,45.22796061124835,2700.127660258485,8.361183017926347,2.017252813714531,1.3086264068572655
1137,663.45,46.91142269157234,2680.4564514592817,8.262831007303037,2.0037701982806895,1.3018850991403448
1138,644.3,42.62949312636178,2661.1232400345675,8.154186391394099,2.0092422888696375,1.3046211444348188
1139,641.9,46.998208252521366,2642.15110788537,8.03392050956477,2.0082425617667345,1.3041212808833673
1140,628.6,49.35414449615521,2623.8258639400187,7.926431148495628,2.0634315322485173,1.3317157661242587
1141,627.4,46.990928575854426,2605.853986196826,7.827505807572781,2.062454597939098,1.331227298969549
1142,625.9,43.71065147800451,2588.1707532915507,7.722464993851172,2.053410032761005,1.3267050163805025
1143,621.65,49.04163107959775,2570.8738195440665,7.631419611523023,2.0626304026696007,1.3313152013348004
1144,618.55,48.232414302766195,2553.947418083456,7.534497226573087,2.069679568870606,1.334839784435303
1145,619.85,52.021528944122814,2537.274690759355,7.453050068067085,2.0520581491885657,1.3260290745942829
1146,609.2,49.629787320455875,2519.9090678080947,7.368800521493179,1.891205500758782,1.245602750379391
1147,598.75,50.091363894808275,2502.022666071933,7.3126235290632655,1.7600745967329061,1.180037298366453
1148,587.65,49.08454038964973,2484.413741189872,7.256525306568831,1.7543344081508825,1.177167204075441
1149,580.1,48.24269783850031,2467.033755449963,7.196701857405326,1.7406297418397323,1.170314870919866
1150,571.9,47.7999119135942,2450.5129835841763,7.148431532889149,1.8289877275007118,1.214493863750356
1151,562.95,49.63707761023213,2434.5973171419587,7.114256192728419,1.8810419160772809,1.2405209580386405
1152,561.6,51.048377467900636,2419.1476622157693,7.090636706925327,1.9067647639296204,1.2533823819648102
1153,556.85,50.509274812704085,2404.0251699183495,7.070030205041612,1.9133547433048785,1.2566773716524393
1154,548.45,50.130855085256094,2388.9043671243467,7.051243929873723,1.8698563500987344,1.2349281750493672
1155,547.55,51.35272759629184,2374.187145203628,7.045613449377104,1.8875250521828744,1.2437625260914371
1156,538.0,50.991227315665725,2359.7829174728145,7.05222774326942,1.8973704544908265,1.2486852272454132
1157,530.4,50.053024515586415,2345.7264646976287,7.05243747953623,1.91516592202897,1.257582961014485
1158,520.7,48.42259150872713,2331.7030999066606,7.06394968625084,1.8814282125395365,1.2407141062697682
1159,518.4,50.59269762160919,2316.574181226572,7.083283869157827,1.6626692726887469,1.1313346363443735
1160,514.95,50.24306707868942,2302.262624829305,7.090477171741891,1.7457887975294692,1.1728943987647347
1161,504.25,52.38207306843982,2288.053058119093,7.097327694333128,1.7251884065608718,1.162594203280436
1162,506.85,52.724981595165374,2274.9630645256757,7.1089473947895465,1.856014509018213,1.2280072545091063
1163,508.35,54.6464955297612,2263.315284828695,7.127640694215168,2.048995546667908,1.324497773333954
1164,510.35,55.43348313638228,2251.8746030618922,7.155118003370493,2.0442328334930226,1.3221164167465114
1165,509.1,55.077839654915934,2240.811780437181,7.190688087209488,2.0705996595038205,1.3352998297519103
1166,497.25,52.76449663612038,2230.111775559183,7.205870488411572,2.1049865541352744,1.3524932770676372
1167,495.4,55.04486208634975,2219.656675258919,7.229733743773587,2.111914551353472,1.355957275676736
1168,486.2,53.77888452778312,2209.349160189622,7.27127304151344,2.108949091186731,1.3544745455933656
1169,474.6,50.99680072524674,2199.4264595128434,7.295171823049548,2.1474202144458894,1.3737101072229447
1170,473.8,53.64071509394216,2189.642578687509,7.332290325972849,2.1393035094849355,1.3696517547424678
1171,472.5,50.0930712721199,2180.4792215656744,7.34467973669731,2.215056794555636,1.407528397277818
1172,472.35,50.240762439739264,2171.4234621417345,7.356089665461436,2.2032145079870977,1.401607253993549
1173,473.75,51.47904530256129,2162.794512381627,7.367585454384172,2.2437821430686404,1.4218910715343203
1174,464.15,50.12749534410915,2154.3344155680493,7.3857031638920265,2.250827829180761,1.4254139145903806
1175,454.45,48.73286473482918,2146.026314843775,7.402827075673799,2.2555259838477917,1.4277629919238959
1176,453.3,47.44647954329837,2137.5822048143627,7.408266536916329,2.203810408648261,1.4019052043241305
1177,438.7,43.2545707958921,2129.2259302151897,7.40653247266573,2.2012312879776674,1.4006156439888338
1178,440.85,43.62914887525252,2120.932429424623,7.4127749707213955,2.181929867214037,1.3909649336070184
1179,441.7,43.5153935255584,2112.806473038731,7.416705510534741,2.181373491060836,1.390686745530418
1180,440.2,38.68577870076045,2104.203807687028,7.418386107045209,2.073455772381513,1.3367278861907566
1181,440.2,39.72616796335423,2095.25195346612,7.419729889225456,1.9860406118999652,1.2930203059499825
1182,429.15,37.97405624065489,2086.27838140984,7.414312172017567,1.9600526866416637,1.2800263433208319
1183,431.35,38.2461212343642,2077.497615007464,7.4144213397925585,1.9606375401121663,1.2803187700560832
1184,428.9,36.83662365235532,2069.3305520253803,7.399763824232802,2.036530329834385,1.3182651649171926
1185,429.85,38.456092529423465,2061.2672912504486,7.397246874497972,2.026952229623742,1.313476114811871
1186,418.95,38.669279252330746,2053.5907027230774,7.394480772115411,2.0735645361781003,1.3367822680890502
1187,409.25,37.42905569909981,2045.817975415454,7.391973782289859,2.038915005819633,1.3194575029098166
1188,409.95,38.43172346409998,2037.6066717418703,7.392373809758768,1.940867120646238,1.270433560323119
1189,408.85,36.3973321752252,2029.4634197870334,7.385468399557189,1.9262452813849549,1.2631226406924774
1190,409.6,38.08218259998956,2021.3946412630526,7.38957148397394,1.9093277388101868,1.2546638694050933
1191,411.3,38.57201057761963,2013.1781175502117,7.39907576613495,1.8577492861068472,1.2288746430534234
1192,412.15,38.92810512240548,2004.7204780576394,7.420192972696414,1.791668481992079,1.1958342409960394
1193,412.15,38.7342837398874,1995.4195193142782,7.432751084637696,1.6328539024993052,1.1164269512496525
1194,414.05,39.173668653694826,1986.3200441876882,7.452166405573468,1.633350683541186,1.116675341770593
1195,414.15,40.02272380851448,1977.7271258415628,7.4799122804361335,1.684178851222096,1.142089425611048
1196,416.0,40.39280811442083,1969.1714473967459,7.511393456091783,1.661280395664337,1.1306401978321683
1197,417.3,41.31534696377173,1961.618016283553,7.545790948308818,1.790425110572897,1.1952125552864485
1198,418.9,41.39908465807324,1954.1109770741436,7.5791440366503116,1.7729361320258288,1.1864680660129143
1199,418.85,42.07796648078297,1946.146445692872,7.611856921043621,1.6782674520821115,1.1391337260410557
