year,pop_mean,pop_std,mon_mean,mon_std,sigma_mean,lambda_mean
869,700.0,0.0,1248.8534345975013,0.0,1.5145968862147128,1.0572984431073564
870,695.0,0.0,1229.2667813300307,0.0,1.5073875589305668,1.0536937794652834
871,698.0,0.0,1210.0598344505593,0.0,1.482236937177733,1.0411184685888666
872,701.0,0.0,1191.2739658958242,0.0,1.4571669702933767,1.0285834851466884
873,703.0,0.0,1172.8514567588954,0.0,1.43163642919629,1.015818214598145
874,705.0,0.0,1154.791872954278,0.0,1.4202740967081757,1.010137048354088
875,700.0,0.0,1137.0996088128527,0.0,1.4328787609279936,1.0164393804639968
876,702.0,0.0,1119.7830753157068,0.0,1.4782147685125648,1.0391073842562824
877,704.0,0.0,1102.8040194709008,0.0,1.4598153308802932,1.0299076654401467
878,699.0,0.0,1086.1672825612625,0.0,1.5685012936135345,1.0842506468067672
879,702.0,0.0,1069.9034959172463,0.0,1.5498507638025212,1.0749253819012605
880,704.0,0.0,1053.9652005585174,0.0,1.5503074444048612,1.0751537222024306
881,706.0,0.0,1038.3398637141727,0.0,1.5380205471973667,1.0690102735986833
882,701.0,0.0,1023.0249010266774,0.0,1.5335174130313833,1.0667587065156916
883,696.0,0.0,1007.9669487659567,0.0,1.5329078939628633,1.0664539469814316
884,691.0,0.0,993.2122625978449,0.0,1.5373564503292991,1.0686782251646496
885,694.0,0.0,978.7514935365598,0.0,1.5348717179426021,1.067435858971301
886,697.0,0.0,964.5762135450698,0.0,1.5270121758666826,1.0635060879333413
887,700.0,0.0,950.7379490308347,0.0,1.5365262609593904,1.0682631304796952
888,702.0,0.0,937.1197892080033,0.0,1.418536682920682,1.009268341460341
889,698.0,0.0,923.7264824184792,0.0,1.4215962077241184,1.0107981038620593
890,701.0,0.0,910.6879984852742,0.0,1.500325475981595,1.0501627379907974
891,703.0,0.0,897.9087443228921,0.0,1.4971021533390414,1.0485510766695207
892,698.0,0.0,885.3492523148027,0.0,1.5247643252555327,1.0623821626277663
893,701.0,0.0,873.1171078797628,0.0,1.582347333057158,1.091173666528579
894,703.0,0.0,861.127746789189,0.0,1.578379956663954,1.089189978331977
895,705.0,0.0,849.3783607563694,0.0,1.5787805446765681,1.089390272338284
896,707.0,0.0,837.890659657535,0.0,1.6360909246143254,1.1180454623071627
897,709.0,0.0,826.6346058700121,0.0,1.6401834630342234,1.1200917315171115
898,711.0,0.0,815.6502490145864,0.0,1.6349441003860161,1.117472050193008
899,713.0,0.0,805.0409396940272,0.0,1.983129407459036,1.2915647037295181
900,715.0,0.0,794.6387761017683,0.0,1.971437555825318,1.285718777912659
901,793.3,7.602631123499287,850.3090563039204,0.03287019926927628,2.056086078296812,1.328043039148406
902,846.4,10.718405223087798,876.3240376691425,0.07335321448129792,2.055770719000071,1.3278853595000355
903,817.25,12.977206738618376,866.3811760914057,0.11912151206980581,2.061893513512209,1.3309467567561046
904,816.05,13.012038959930024,856.6494410533544,0.16304223246713467,2.0547049770905006,1.3273524885452503
905,813.85,12.74971619911182,847.1037289880067,0.19778076678577505,2.078141728879722,1.339070864439861
906,835.7,15.667935745538268,873.7590697285489,0.2522007664909154,2.108383296471318,1.354191648235659
907,802.4,16.753318602907502,864.5402049834049,0.31214432894060423,2.248112218366471,1.4240561091832356
908,875.2,26.832031133271332,911.4352363062338,0.3812449182972867,2.2013191780445402,1.4006595890222702
909,871.4,28.275710238182942,902.519333373905,0.4772622297046122,2.230926838698906,1.415463419349453
910,867.95,23.58517598653418,893.7699091324799,0.5503407300338176,2.231385701158319,1.4156928505791595
911,851.9,22.280272132893447,885.1458501963571,0.6131351337784312,2.2691445613468764,1.4345722806734382
912,844.4,23.998684174455548,876.636911155889,0.6809192669622965,2.240518031351471,1.4202590156757355
913,832.05,21.313388428773834,868.2199924066696,0.7347638524661764,2.2188914047764503,1.4094457023882252
914,826.5,23.718746749531718,859.8385119235451,0.8023520588045113,2.118062882008517,1.3590314410042585
915,907.65,22.71858733562269,917.4798211374673,0.8385136246349181,2.114360719680997,1.3571803598404986
916,895.8,18.435092394098465,909.2246676432985,0.8383189914925802,2.109783128707407,1.3548915643537036
917,890.35,23.912725086293094,901.1490044256268,0.8753964427807353,2.1466977719585505,1.3733488859792753
918,887.7,26.358060786428368,893.2434746261504,0.9295286143941792,2.168954794787482,1.384477397393741
919,882.9,24.490384794208914,885.4622903448278,0.9753023483145445,2.1577625634978315,1.3788812817489158
920,838.05,29.505530257724132,877.6173423245797,1.042072695226514,2.156486269984913,1.3782431349924567
921,831.15,27.407787982711465,869.8971684103395,1.098421340709732,2.1632413767637515,1.3816206883818758
922,796.7,24.655734893892195,862.1444935786824,1.1589048273238731,2.1438776154491217,1.371938807724561
923,766.65,21.487511672940116,854.4335137924694,1.2101936905393622,2.1689641633845174,1.3844820816922587
924,740.0,20.57847623636226,846.8429678377755,1.2571415091531533,2.266361922068213,1.4331809610341066
925,737.1,21.464536235136165,839.3830392436963,1.3028936681542416,2.262428837577713,1.4312144187888565
926,734.6,21.122200842266714,832.0568409713693,1.3486162359192269,2.2569199952510672,1.4284599976255337
927,731.5,20.389625845151325,824.8410576548655,1.3906875125010694,2.23853272328564,1.41926636164282
928,731.2,21.00025062507087,817.7699974203931,1.4417305559729514,2.2389272286334347,1.4194636143167174
929,728.0,20.0289264499334,810.4967090605144,1.4922640548846395,1.936048414450142,1.268024207225071
930,708.75,21.013466859937328,803.3209196322539,1.5362873921319238,1.9730048143883359,1.286502407194168
931,708.2,19.530273396636506,796.1866615879733,1.5723343761398192,1.8798464914546127,1.2399232457273064
932,707.7,20.629820010950432,789.1883890674242,1.6105737919383347,1.8826532228132096,1.2413266114066046
933,705.95,22.429949433267733,782.3110216745542,1.6450054625143227,1.8742746439822375,1.2371373219911188
934,706.1,20.77675827001236,775.5871803220073,1.6785479841721145,1.8843001155768007,1.2421500577884004
935,690.7,19.0321058380721,768.8740592171429,1.711253358945265,1.843383842594314,1.2216919212971569
936,691.65,19.104353320368467,762.2016867456924,1.7452096144476783,1.7514525599731,1.1757262799865498
937,679.25,18.301207898013576,755.3894064294468,1.780001082868421,1.5682401874875527,1.0841200937437763
938,679.65,18.519619752831698,748.6844865135065,1.8155398633867634,1.5397431772768309,1.0698715886384154
939,681.4,19.008031543479074,742.062340513665,1.8540322300329635,1.4927370652553311,1.0463685326276655
940,744.5,21.52966130224704,777.5961044179287,1.8963397557818726,1.4904225144564491,1.0452112572282246
941,740.95,24.72474788334022,771.1996195599024,1.940604083964163,1.456989775156694,1.028494887578347
942,740.5,28.574003643356082,764.9391811670545,1.989449202525416,1.4666600952747801,1.0333300476373901
943,738.2,30.855520703672084,758.7887735486208,2.063677044482946,1.4608418626391966,1.0304209313195982
944,736.4,32.508136633286455,752.7502845287195,2.146511999426227,1.4580652975452748,1.0290326487726373
945,734.85,29.039492166068555,746.8357944165676,2.216285570510818,1.4732192003458824,1.0366096001729412
946,832.15,33.11109688370509,814.8558646515852,2.2538434573548485,1.5428041692233396,1.0714020846116699
947,868.35,34.36686745904211,840.9112252193048,2.3142162096960814,1.464728544715386,1.032364272357693
948,852.2,34.54150821075541,834.9212428667257,2.3531113210159584,1.4170375298003612,1.0085187649001806
949,844.2,34.42551073656983,829.0954719466866,2.4026759906100907,1.4663644582434168,1.0331822291217083
950,830.2,35.28619828592596,823.2899135775272,2.439509784550152,1.4449876061419007,1.0224938030709503
951,794.15,33.81727213624488,817.5326874117229,2.477232319397564,1.517652742159065,1.0588263710795325
952,789.05,31.010142653145298,811.7807653550152,2.5046929208065047,1.4606684744251257,1.0303342372125628
953,783.05,28.259092621481592,806.0235045142507,2.517302200919065,1.4099229969232416,1.0049614984616209
954,757.45,27.43887944620111,800.2484381165569,2.543751382790945,1.403625877574549,1.0018129387872745
955,735.6,24.55584398232348,794.5218894914082,2.5624910554630342,1.4312452669965512,1.0156226334982756
956,731.1,25.575275889853188,788.9633981291191,2.5683476350687284,1.4728154957162327,1.0364077478581164
957,709.6,24.815954121237574,783.4434313897622,2.5678081967940782,1.4943996689984043,1.0471998344992022
958,689.8,22.31025254050372,777.9592009875456,2.575483545912391,1.50576422222038,1.05288211111019
959,688.15,24.153620192862455,772.5941671079684,2.5943508317635713,1.5192178162761958,1.059608908138098
960,687.1,24.646767696692745,767.5962587650654,2.6186460964861396,1.6863055952907255,1.1431527976453628
961,685.3,24.912689643295394,762.6894167478085,2.6521418623590587,1.685314069470809,1.1426570347354046
962,684.0,26.096985105160076,757.8968578308788,2.683680778650301,1.6988670456470765,1.1494335228235382
963,682.55,24.940930215210496,753.2388727979353,2.7136382573360973,1.731857533792235,1.1659287668961176
964,680.4,21.714414324906024,748.6445957801094,2.7239644737282642,1.715937883897232,1.1579689419486159
965,678.25,20.534630569639635,744.1026766637733,2.7385181438759716,1.6983146340988715,1.1491573170494358
966,678.4,22.39219788934953,739.8403161369372,2.7714298670180533,1.819997647950429,1.2099988239752144
967,757.2,21.941549146479357,789.6350614462947,2.7989055344411424,1.8209808099856872,1.2104904049928435
968,755.75,22.035557389675542,785.5252787785264,2.828509146337676,1.830855697626158,1.215427848813079
969,719.85,20.780241121137927,781.4434645212766,2.8509988551239336,1.907175110413408,1.253587555206704
970,718.4,21.119708929413736,777.4458995911116,2.872598476713968,1.9118138246796312,1.2559069123398157
971,715.65,21.11939741963346,773.5042232252441,2.8942987814723473,1.9030113606349126,1.2515056803174562
972,685.0,21.161036687369794,769.7060284759675,2.9143167250598507,2.038320868810234,1.319160434405117
973,686.05,24.27794103816532,766.098590449595,2.9425014175261364,2.109921175779329,1.3549605878896644
974,685.7,24.64505928920481,762.5653883996326,2.961391192884526,2.1112605072835313,1.3556302536417657
975,659.9,24.228951798688236,759.097210393994,2.983061791247157,2.188369791018084,1.3941848955090421
976,635.3,24.03966021302912,755.5339978181994,3.0067679718084346,2.16116812613889,1.380584063069445
977,633.95,24.581711216182445,752.0640563297183,3.033696829422419,2.1770301210871,1.3885150605435501
978,634.6,24.439829442078658,748.6827453761678,3.0673641689538402,2.189535155963738,1.3947675779818691
979,632.5,24.103941586387897,745.2996958137527,3.0969377632788273,2.152479541582449,1.3762397707912246
980,609.4,23.211612338836385,742.1085975158101,3.128885261221428,2.307855713794399,1.4539278568971996
981,587.85,22.055611530855384,739.0037036209617,3.150596220920041,2.3933692011558643,1.4966846005779322
982,587.45,22.17033342578604,735.9509305023537,3.1776575678585925,2.3882956444807464,1.4941478222403732
983,588.1,21.776133724791446,732.9601470560215,3.2019339519628818,2.392227751771756,1.496113875885878
984,568.8,21.867062469674156,729.8765679818749,3.223875513134934,2.350599504688376,1.475299752344188
985,569.95,22.48385385583455,726.8465949976826,3.2569675145481614,2.3386508642978225,1.4693254321489113
986,569.8,24.588401202278508,723.8655640679483,3.2940722188055003,2.3275987316241475,1.4637993658120738
987,570.95,24.63731658320469,721.107441736028,3.3286955638598967,2.435839991168254,1.517919995584127
988,571.9,24.239810664537618,718.6301750568634,3.3666111751340595,2.589335178276641,1.5946675891383206
989,572.95,23.540502610562392,716.6156509570658,3.4007333541927554,2.8816419087002085,1.7408209543501045
990,1155.45,56.68330767008094,2189.709286553153,3.4598959355092376,2.7879719012070083,1.6939859506035042
991,1068.9,64.14449149750652,2163.0747353309953,3.585679252469825,2.877513206614786,1.7387566033073931
992,1009.0,61.12196607474356,2136.7760391602246,3.7224285428838955,2.934207455277218,1.767103727638609
993,952.65,64.04708383188435,2110.7661206496955,3.8389209417312493,2.957476736791324,1.778738368395662
994,947.7,78.38105302740075,2085.249965955476,4.017215377459902,2.9577797093399387,1.7788898546699694
995,948.65,78.91719511114498,2060.252515321572,4.215077824282111,2.9612667829261663,1.7806333914630834
996,1040.05,85.41075674890754,2109.51176492594,4.4542531235812906,2.883310590460478,1.7416552952302389
997,1018.15,87.06880219567438,2085.081188039655,4.658517389878132,2.8406120564942223,1.7203060282471114
998,1126.2,92.41644875237309,2146.922803399028,4.849414007467258,2.83974029663426,1.7198701483171301
999,1056.9,81.39694808710415,2122.9020211869447,5.031476621431257,2.8384608921423014,1.7192304460711507
1000,1029.05,86.4239702373071,2099.229340717996,5.2490421349753795,2.8384539597271745,1.7192269798635873
1001,968.2,87.03937403025681,2075.77206778468,5.4684044329984305,2.8600833148967495,1.7300416574483748
1002,916.3,78.74014558226183,2052.4276702004104,5.656319718474329,2.80707509397065,1.703537546985325
1003,949.45,83.16026062590485,2101.0388637577107,5.85242715339229,2.7461890236193134,1.6730945118096567
1004,941.05,82.7122310054247,2078.057188593124,6.054228114103922,2.739683997421168,1.669841998710584
1005,924.9,90.29594617000721,2099.4590212283592,6.266104956029085,2.806467848786775,1.7032339243933876
1006,918.45,94.20441100411158,2077.27415295692,6.492011337392276,2.8045310552059433,1.7022655276029717
1007,897.1,97.75581824116658,2055.432429316771,6.73539106710084,2.8088353109982043,1.7044176554991022
1008,876.25,97.64159758498101,2033.9321000317486,6.986720533827384,2.811060076779709,1.7055300383898548
1009,812.0,104.18707870182872,2012.5792535278038,7.236253348932776,2.829239309892906,1.714619654946453
1010,760.95,92.47103387149491,1991.1903633184816,7.464146551292466,2.7317247971223337,1.665862398561167
1011,750.95,97.69311509437145,1969.9306541788253,7.704872223025118,2.6230644057921553,1.6115322028960777
1012,743.5,103.74183544285607,1949.047092632368,7.975986133780903,2.6230442914578824,1.6115221457289413
1013,710.0,100.08259746723941,1928.456956315948,8.236181335602804,2.6328754475760285,1.6164377237880143
1014,675.65,87.16244664569231,1908.1522880421428,8.416697444696455,2.655622510292872,1.627811255146436
1015,670.4,89.21788822286351,1888.2135576125208,8.599811592865668,2.650957251542689,1.6254786257713445
1016,765.85,91.97727121986512,1946.4643670833707,8.76313759336182,2.636327799801224,1.6181638999006123
1017,750.4,98.009344345054,1926.7149258451232,8.947642554212546,2.509360602118934,1.554680301059467
1018,865.1,107.97168244741914,2002.2279171910195,9.15225916204498,2.2334336710348555,1.4167168355174278
1019,806.55,108.0094903237674,1980.237103184962,9.333021819371433,1.677653603439452,1.138826801719726
1020,1032.95,112.6463842950001,2598.3320854472145,9.532700448974719,1.7546223296759549,1.1773111648379775
1021,1078.6,118.44092464844633,2634.484062355261,9.757906967861148,1.7048273362258584,1.1524136681129291
1022,1038.7,125.76758012511141,2602.8839167794745,9.982790847915851,1.6483897072835298,1.1241948536417647
1023,1003.25,137.21702940194683,2571.5794202407933,10.28921816570562,1.6045308548776958,1.102265427438848
1024,963.45,128.28564960562363,2541.261714207345,10.538861153005369,1.7628912750742773,1.1814456375371387
1025,929.7,130.94317771260054,2511.4559118338534,10.757855451637797,1.7829283059327956,1.1914641529663978
1026,885.55,116.4751950100603,2481.9853073534423,10.930097478963576,1.7712987019426685,1.1856493509713342
1027,847.9,126.86042890142156,2452.8893773746536,11.108950584399999,1.7624018413227833,1.1812009206613916
1028,827.1,126.29076725848506,2424.30622913543,11.289556072167839,1.7692804438245573,1.1846402219122787
1029,798.1,129.23454809396995,2396.1492593100734,11.502256424594838,1.7661978621067491,1.1830989310533744
1030,775.15,128.18419107715766,2368.346442171685,11.71385431629601,1.7407355807421865,1.1703677903710932
1031,725.55,102.94120703228207,2340.8113696166256,11.893281404299094,1.7269902879053274,1.1634951439526635
1032,709.5,98.9409712377723,2313.6486811365794,12.030713568508714,1.7020998193985974,1.1510499096992988
1033,691.25,98.06274843985841,2286.876210179498,12.16139662596362,1.6810146153548575,1.1405073076774288
1034,758.4,101.40196198662451,2322.4094880798298,12.274230161602667,1.6799059051100187,1.1399529525550094
1035,824.15,113.57273347715854,2385.4830122237154,12.434712503930664,1.5979253977685275,1.0989626988842638
1036,751.5,106.59885454109575,2359.049586968437,12.571659606042772,1.6770643083088483,1.1385321541544242
1037,727.0,106.30541898352669,2332.8542001497663,12.710659026095541,1.6339375235162286,1.1169687617581143
1038,703.05,110.75980412824103,2307.0473500088638,12.882014917228238,1.6269046648766572,1.1134523324383285
1039,681.4,109.98679346558889,2281.5180796366194,13.038202011825202,1.5961817729146974,1.0980908864573486
1040,665.45,114.67825701317118,2256.352465445812,13.19459028825198,1.577017531329286,1.088508765664643
1041,626.65,107.36865905546377,2231.6786874458658,13.347942454441371,1.6212721807460055,1.1106360903730028
1042,619.3,112.50969548864389,2207.507012524484,13.514039774764083,1.6315879892138299,1.1157939946069149
1043,604.8,113.15178441275008,2183.6722965763884,13.701659003726741,1.6142527078192344,1.1071263539096172
1044,572.4,111.56135909043624,2159.936529507218,13.867032278706168,1.562144614452109,1.0810723072260544
1045,561.35,107.19744449035694,2136.6354090358036,14.016299789598486,1.5643882519872794,1.0821941259936396
1046,544.95,105.3153035313232,2113.5728712855866,14.139102564240599,1.527710352659232,1.063855176329616
1047,533.4,99.18690490817403,2090.903771334978,14.240459241793108,1.5242455070906784,1.0621227535453392
1048,516.25,96.8736969352091,2068.8322512293,14.334700082654733,1.5787839484343162,1.089391974217158
1049,513.4,97.63756826571473,2046.9844566769596,14.430793498614,1.5291257068530395,1.0645628534265197
1050,502.3,96.33445030615722,2025.517077181974,14.518626503240558,1.5296887772753398,1.06484438863767
1051,497.3,95.70409439627193,2004.4610868963052,14.6066711831346,1.5294872894443523,1.064743644722176
1052,482.95,90.907399386177,1984.5668357188206,14.684852509354258,1.7359551625890013,1.1679775812945008
1053,477.2,85.7773126672843,1965.1022324940968,14.745434559569722,1.7545164926633041,1.177258246331652
1054,475.25,85.5827546573306,1945.5660497822796,14.80520291156134,1.6352797484217099,1.1176398742108549
1055,465.4,81.99704744363473,1926.2414311012585,14.84432685372133,1.602786900614462,1.1013934503072311
1056,463.0,87.12423072227017,1907.2303376281102,14.904118320264615,1.5886601851560205,1.0943300925780102
1057,453.9,85.39314652642922,1888.6233021883847,14.941607188853947,1.6046172690423215,1.1023086345211608
1058,449.75,87.50330820813817,1870.3837231045738,14.979563377407207,1.6102674853016066,1.1051337426508032
1059,447.65,90.11120322894608,1852.361365585104,15.029710206431483,1.5748053385145981,1.0874026692572991
1060,442.15,90.63882925336718,1835.0485206130452,15.069743365487223,1.6692866919399516,1.1346433459699758
1061,435.1,90.55030587875915,1818.2691741951198,15.11848717906448,1.7285612589744552,1.1642806294872277
1062,504.45,89.0703299882207,1853.7437554232577,15.145963235019662,1.721174880396059,1.1605874401980294
1063,533.4,88.5006095726851,1867.815354760915,15.149672000145797,1.7726559252211576,1.1863279626105787
1064,692.85,97.96362106737159,1980.210497878131,15.199394244116812,1.8563872192271174,1.2281936096135586
1065,659.35,87.48550255839385,1965.8107284424757,15.190554168827422,2.110084509087827,1.3550422545439136
1066,627.6,89.05373895043728,1951.1653303332382,15.165697197359385,2.018814987427987,1.3094074937139935
1067,560.8,87.4832916378292,1937.1254120313224,15.155947455637104,2.1753974755443264,1.3876987377721632
1068,558.8,69.97262622663689,1977.2911930086277,15.07494513469729,2.2498186457093565,1.4249093228546783
1069,534.9,68.22015445368187,1963.54868586454,14.985644763847612,2.2327862088248205,1.4163931044124103
1070,512.3,70.95150308114468,1949.9412420888507,14.914758497437045,2.2267885214132397,1.4133942607066199
1071,491.6,60.79768001113897,1936.2685531952793,14.792666429598686,2.1670706516761826,1.3835353258380914
1072,472.5,65.18435395092905,1922.825999010803,14.69715593706161,2.1784764361021907,1.3892382180510954
1073,456.5,59.63617764587641,1909.5201929593939,14.554746214292347,2.1678959367624753,1.3839479683812377
1074,571.45,58.30814243040339,1989.829021602649,14.437505096678771,2.1112848013897243,1.3556424006948622
1075,1111.7,58.25090918648938,3353.1882383493985,14.342961935685619,2.1308943774156783,1.3654471887078392
1076,1083.0,54.84619643291496,3317.0233880808323,14.220332536868334,2.107682141006311,1.3538410705031556
1077,1156.75,69.2515437791063,3365.1300092542538,14.1189295928512,2.109435458520524,1.3547177292602621
1078,1235.2,78.64283016805861,3409.077294483719,14.04386649562865,2.012696037189065,1.3063480185945326
1079,1179.25,76.06013894834867,3373.58081558469,13.933185710643963,2.0330692851859853,1.3165346425929927
1080,1249.6,79.90612913715825,3428.3471003445493,13.876779340794618,2.0597712654027185,1.3298856327013593
1081,1135.5,79.78622754124397,3393.461835567102,13.824652903793114,2.1002075409649605,1.3501037704824803
1082,1150.6,69.24358226009481,3410.624611251699,13.742559338952896,2.027940543534274,1.313970271767137
1083,1111.2,80.56484802221193,3376.445255748644,13.67601840000993,2.0555999659485695,1.3277999829742848
1084,1070.1,80.79857997709978,3342.747622348842,13.567398064836768,2.0554212908228355,1.3277106454114178
1085,975.8,78.61069968689478,3309.7010280716568,13.449680327727732,2.1375382833861627,1.3687691416930814
1086,898.75,60.41947664366793,3277.1705881152056,13.340719185299807,2.1804967431094093,1.3902483715547047
1087,868.1,61.882656357777115,3245.377214626104,13.243589883501665,2.2267756795281826,1.4133878397640913
1088,853.45,61.682100960873306,3214.2601050706244,13.154700116727614,2.2471660668605384,1.4235830334302693
1089,922.2,68.29471737296106,3247.5817663190546,13.102287194303317,2.244039656115832,1.422019828057916
1090,849.35,63.80997694635798,3218.07485443148,13.072642783061294,2.4184960028102336,1.5092480014051168
1091,794.9,55.92937275566488,3189.3112028118753,12.984865548806487,2.4969933018226085,1.5484966509113043
1092,783.9,54.90364765947507,3161.04760549714,12.875803415134113,2.4952266267289436,1.5476133133644718
1093,743.6,54.99799039390825,3133.1193937526236,12.780896228535815,2.4881530079987044,1.5440765039993523
1094,733.9,54.532366053275396,3105.4509953406096,12.67104806550132,2.439752839617025,1.5198764198085126
1095,721.7,50.337910794528334,3076.3199245137525,12.543145576926578,2.0763506830627394,1.3381753415313697
1096,713.55,51.56750812999254,3047.582250375341,12.432605197383719,2.0465983922672146,1.3232991961336074
1097,689.05,52.39372702508331,3018.7627668670784,12.338025380799818,1.9512805190301692,1.2756402595150844
1098,760.75,50.23720051704189,3067.868947509716,12.223419369094032,1.9095187781142386,1.2547593890571191
1099,724.0,47.38976127481771,3039.9227786949205,12.121481305386807,2.001021302933259,1.3005106514666296
1100,719.7,47.38431896957604,3012.4128227302576,12.025490702501607,1.9839892418083171,1.2919946209041586
1101,713.4,49.222801733813526,2985.403810867791,11.937440201249336,1.982248617921336,1.291124308960668
1102,708.45,51.01545173562099,2958.9000640240415,11.852774826108178,1.9808701753304672,1.2904350876652335
1103,698.55,41.18440558218479,2932.902821932478,11.737545446765882,1.983999557394111,1.2919997786970554
1104,693.6,39.16281802666242,2907.4059143471545,11.602888832256939,1.9839977678953857,1.2919988839476928
1105,690.5,38.565733358432134,2882.3683656599796,11.475282494107352,1.9790605896211706,1.2895302948105851
1106,685.2,36.16570052877231,2857.6786124034256,11.356917660236022,1.9573109619740634,1.2786554809870316
1107,662.95,33.87511895492806,2833.297307890553,11.215221639687638,1.9448134443645606,1.2724067221822803
1108,644.65,35.80396185075789,2809.375202231884,11.080457118097748,1.9559377565226292,1.2779688782613146
1109,642.6,35.194796266074995,2785.515970532556,10.945266196450865,1.8865433049680207,1.2432716524840104
1110,638.15,37.79344833224543,2761.6740552945703,10.815403124401696,1.810689809483533,1.2053449047417666
1111,637.35,37.093445299817134,2738.258960873546,10.683099395458036,1.803968830822709,1.2019844154113546
1112,636.85,36.784257216197375,2715.051529871866,10.546661377491521,1.7606394423551166,1.1803197211775582
1113,635.3,36.29716532356646,2692.326002762983,10.4089788809446,1.7652016931545433,1.1826008465772715
1114,631.5,38.79432948254165,2670.0633265205347,10.295179230211586,1.7690197973040438,1.1845098986520217
1115,633.2,38.67761490496592,2648.1496284062487,10.181841277190525,1.7526812885379233,1.1763406442689617
1116,632.65,38.38211617544378,2628.179575532605,10.07419057608247,2.0088057232426917,1.3044028616213459
1117,630.9,39.23733453042691,2608.9613298287613,9.974691320471349,2.0713360294970617,1.335668014748531
1118,629.85,41.98279722884,2589.996052189965,9.877147551941198,2.0482548510757397,1.3241274255378699
1119,629.05,40.95758396451781,2571.4292892711956,9.768338098078527,2.0542017499090366,1.3271008749545183
1120,628.4,41.25326143406566,2552.2106233768204,9.66217889882559,1.8772696247531262,1.238634812376563
