year,total_population,total_monuments,total_exotics,total_conflicts,productivity,is_drought,pop_monument_builder,pop_balanced,pop_reproduction
1127,527,14238.68372109338,4985,3665,0.6965905992545672,False,471,24,32
1128,524,14248.317778625422,5037,3723,0.8151994567530416,False,470,24,30
1129,521,14278.24064730942,5095,3772,0.9233325534541382,False,467,24,30
1130,461,14267.453988361654,5140,3819,0.7056430226163213,False,410,24,27
1131,434,14228.693572204418,5167,3857,0.5515483181757443,True,384,24,26
1132,406,14206.945640872202,5199,3918,0.6426625742130555,True,357,24,25
1133,407,14187.430248112854,5234,3962,0.6535763189502228,False,358,24,25
1134,384,14155.33248850912,5265,4011,0.5849082940796506,True,336,24,24
1135,362,14132.574582279987,5299,4065,0.6342915409102118,True,316,24,22
1136,362,14120.946329449274,5336,4111,0.6922246717284637,False,316,24,22
1137,329,14106.763153041224,5372,4161,0.6791187403285595,False,283,24,22
1138,303,14083.64085093873,5406,4208,0.6302821005986966,True,257,24,22
1139,302,14077.863942938677,5444,4250,0.7228251492945289,False,257,24,21
1140,287,14047.057238100037,5475,4300,0.5867598194167541,True,242,24,21
1141,266,14046.96394155312,5516,4354,0.7499745363673221,False,221,24,21
1142,266,14046.922596285383,5557,4406,0.7502495291646135,False,221,24,21
1143,266,14031.919020018717,5592,4455,0.6695996771136519,False,221,24,21
1144,266,14016.145738809222,5627,4496,0.6646422010429403,False,221,24,21
1145,266,14015.226062814376,5667,4541,0.7438541303819742,False,221,24,21
1146,254,13977.2349170316,5696,4593,0.5442531766187313,True,209,24,21
1147,243,13945.429417740266,5727,4641,0.5763469803638475,True,198,24,21
1148,232,13915.624870363505,5758,4692,0.585417929565897,True,187,24,21
1149,223,13896.275810819088,5775,4752,0.6407009753846802,True,178,24,21
1150,216,13848.17107672284,5788,4800,0.48466265651145735,True,171,24,21
1151,209,13809.20673492081,5802,4846,0.5304879856917539,True,164,24,21
1152,205,13825.026569773097,5824,4903,0.8237430361230639,False,160,24,21
1153,206,13821.590726901959,5848,4942,0.719288216347485,False,161,24,21
1154,200,13800.820148067229,5869,4981,0.6267640685272329,True,155,24,21
1155,202,13804.475015816597,5895,5034,0.7563511134216746,False,157,24,21
1156,196,13775.4905533093,5914,5086,0.581712269776865,True,151,24,21
