loo_best_model,loo_weight_best,changepoint_mean,changepoint_prob_before_1130,beta_qi_mean,beta_qi_prob_positive
Signaling (PMDI var),0.9999999999999998,1082.007625,1.0,1.671656087441622,0.99975
